start,duration,value
2023-07-28T06:50:00+02:00,"[60,60,60]","[0.297,0.283,0.632]"
2023-07-28T08:21:00+02:00,[60],[0.17]
2023-07-28T08:31:00+02:00,"[60,60,60]","[0.96,0.31,0.33]"
2023-07-28T10:28:00+02:00,[60],[0.22]
2023-07-28T10:39:00+02:00,[60],[0.18]
2023-07-28T10:52:00+02:00,[60],[0.2]
2023-07-28T11:18:00+02:00,[60],[0.34]
2023-07-28T11:21:00+02:00,[60],[0.83]
2023-07-28T11:25:00+02:00,"[60,60,60,60,60]","[0.51,0.2,0.49,0.37,0.3]"
2023-07-28T13:30:00+02:00,"[60,60]","[0.28,0.36]"
2023-07-28T13:44:13+02:00,[46],[1.517]
2023-07-28T14:27:00+02:00,[60],[1.969]
2023-07-28T14:36:06+02:00,[53],[1.743]
2023-07-28T15:20:15+02:00,[44],[1.47]
2023-07-28T15:21:00+02:00,[15],[0.499]
2023-07-28T15:31:00+02:00,[49],[1.623]
2023-07-28T13:45:00+02:00,[60],[1.32]
2023-07-28T13:48:00+02:00,[60],[0.27]
2023-07-28T14:09:00+02:00,"[60,60]","[0.34,0.27]"
2023-07-28T14:12:00+02:00,"[60,60,60]","[0.43,0.83,0.32]"
2023-07-28T14:16:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[0.48,0.34,0.71,1.69,0.83,0.6,1.8,0.28,0.7,0.33,2.3]"
2023-07-28T14:28:00+02:00,"[60,60,60,60,60,60,60,60]","[2.52,1.65,0.5,2.02,0.25,0.39,3.03,1.03]"
2023-07-28T14:37:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[1,0.4,0.92,1.05,0.25,1.68,1.16,0,0,0.2,0.81,0.16,0.31,0.38,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0.48,2.42,0.28,1.43,0.17,0]"
2023-07-28T15:24:00+02:00,[60],[0.19]
2023-07-28T15:26:00+02:00,[60],[0.38]
2023-07-28T15:30:00+02:00,[60],[0.44]
2023-07-28T15:33:00+02:00,[60],[0.47]
2023-07-28T15:39:00+02:00,[60],[0.24]
2023-07-28T15:44:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[0.51,0.31,2.04,1.02,0.2,0.6,0.58,2.33,0.63,0.34]"
2023-07-28T15:56:00+02:00,"[60,60,60]","[0.76,0.93,1.48]"
2023-07-28T16:42:00+02:00,"[60,60]","[0.34,0.53]"
2023-07-28T02:28:00+02:00,"[120,720,540,2040,300,1200,480,720,2940]","[0,0,0,0,0,0,0,0,0]"
2023-07-28T04:59:00+02:00,[3000],[0]
2023-07-28T05:55:00+02:00,"[2220,60]","[0,0]"
